Number;Text;Flag
1072937;Pendant of the Magi;Original
1072938;Missing Package;Original
1072939;Lost in Transit;Original
1072940;scrapper's compendium;Original
1072941;Potion of Invisibility;Original
1072942;parasitic;Original
1072943;darkglow;Original
1072944;Spirited Away;Original
1072945;Illegal Aquisition;Original
1072946;Wood Stain;Original
1072947;Wood Laquer;Original
1072948;Stolen Property;Original
1072949;Heist;Original
1072950;fruit bowl;Original
1072951;food decoration tool;Original
1072952;enchanted apple;Original
1072953;grapes of wrath;Original
1072954;1072953;Original
1072955;Silvani's Feywood Bow;Original
1072956;Leaf Tunic;Original
1072957;leaf arms;Original
1072958;Leaf Gloves;Original
1072959;Leaf Leggings;Original
1072960;Leaf Gorget;Original
1072961;Contraband;Original
1072962;What's that? *alarmed gasp*  Do not speak of the Black Order so loudly, they might hear and take offense.  *whispers*  I collect the badges of their sects, if you wish to seek them out and slay them.  Bring five of each and I will reward you.;Original
1072963;I have a task for you ... adventurer.  Will you risk all to win great renown?  The Black Order is organized into three sects, each with their own speciality.  The Dragon's Flame serves the will of the Grand Mage, the Tiger's Claw answers to the Master Thief, and the Serpent's Fang kills at the direction of the High Executioner.  Slay all three and you will strike the order a devastating blow!;Original
1072964;We believe the Black Order has fallen under the sway of Minax, somehow.  Seek evidence that proves our theory by piercing the secrets of the Citadel.;Original
1072965;You have discovered a bundle of stolen property.  Will you return it to its rightful owner?;Original
1072966;The Dragon's Flame sect members have gone too far!  Express to them my displeasure by slaying ten of them.  But remember, I do not condone war on women, so I will only accept the deaths of men, human or elf.  Either race will do, I care not for the shape of their ears.  Yes, this action will properly make clear my disapproval and has a pleasing harmony.;Original
1072967;I wish to make a statement of censure against the elite ninjas of the Black Order.  Deliver, in the strongest manner, my disdain.  But do not make war on women, even those that take arms against you.  It is not ... fitting.;Original
1072968;The Tiger's Claw sect members have gone too far!  Express to them my displeasure by slaying ten of them.  But remember, I do not condone war on women, so I will only accept the deaths of men, human and elf.;Original
1072969;The Serpent's Fang sect members have gone too far!  Express to them my displeasure by slaying ten of them.  But remember, I do not condone war on women, so I will only accept the deaths of men, human and elf.;Original
1072970;You have discovered a contracted agreement of assassination.  Perhaps the individual named in the contract would pay gladly for the document?;Original
1072971;*whisper* It's a very dangerous task.  Let me know if you change your mind.;Original
1072972;*whisper* The Citadel entrance is disguised as a fishing village.  The magical portal into the stronghold itself is moved frequently.  You'll need to search for it.;Original
1072973;I do not fault your decision.;Original
1072974;Once you gain entrance into The Citadel, you will need to move cautiously to find the sect leaders.;Original
1072975;Many fear to tangle with the wicked sorceress.  I understand and appreciate your concerns.;Original
1072976;I don't know where inside The Citadel such evidence could be found.  Perhaps the most guarded sanctum is the place to look.;Original
1072977;Of course, you could also choose to keep the bundle.;Original
1072978;Examine the package for the name and location of its rightful owner.;Original
1072979;As you wish.;Original
1072980;The Black Order's fortress home is well hidden.  Legend has it that a humble fishing village disguises the magical portal.;Original
1072981;Or perhaps you'd rather not.;Original
1072982;Examine the contract for the name and location of the intended victim.;Original
1072983;Dead Man Walking;Original
1072984;Forked Tongues;Original
1072985;Trolling for Trolls;Original
1072986;Orc Slaying;Original
1072987;Creepy Crawlies;Original
1072988;A Big Job;Original
1072989;Molten Reptiles;Original
1072990;Animated Monstrosity;Original
1072991;Cold Hearted;Original
1072992;Bloody Nuisance;Original
1072993;Runaways!;Original
1072994;Vicious Predator;Original
1072995;Vermin;Original
1072996;King of Bears;Original
1072997;Blood Suckers;Original
1072998;Squishy;Original
1072999;Specimens;Original
1073000;Frightmares;Original
1073001;Voracious Plants;Original
1073002;Roll the Bones;Original
1073003;Mongbat Menace!;Original
1073004;Gibber Jabber;Original
1073005;Dead Drones;Original
1073006;Monkey Business;Original
1073007;Birds of a Feather;Original
1073008;It's a Ghastly Job;Original
1073009;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill five zombies and five skeletons.;Original
1073010;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill ten skeletal mounts.;Original
1073011;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill eight patchwork skeletons.;Original
1073012;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill twelve ghouls.;Original
1073013;You can't trust them, you know.  Lizardmen I mean.  They have forked tongues ... and you know what that means.  Exterminate ten of them and I'll reward you.;Original
1073014;They may not be bright, but they're incredibly destructive.  Kill off ten trolls and I'll consider it a favor done for me.;Original
1073015;Those green-skinned freaks have run off with more of my livestock.  I want an orc scout killed for each sheep I lost and an orc for each chicken.  So that's four orc scouts and eight orcs I'll pay you to slay.;Original
1073016;Disgusting!  The way they scuttle on those hairy legs just makes me want to gag.  I hate spiders!  Rid the world of twelve and I'll find something nice to give you in thanks.;Original
1073017;It's a big job but you look to be just the adventurer to do it!  I'm so glad you came by ... I'm paying well for the death of five ogres and five ettins.  Hop to it, if you're so inclined.;Original
1073018;I bet you can't kill ... say ten ... lava lizards!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073019;Hahahaha!  I knew it!;Original
1073020;I bet you can't kill ... say twelve ... flesh golems!  I bet they're too much for you.  You may as well confess you can't ... <br>;Original
1073021;I bet you can't kill ... ten gore fiends!  I bet they're too much for you.  You may as well confess you can't ... <br>;Original
1073022;I bet you can't kill ... ten harpies!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073023;I bet you can't kill ... ten gibberlings!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073024;I bet you can't tangle with those nasty plants ... say eight corpsers and two swamp tentacles!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073025;I bet you can't tangle with those bloodsuckers ... say around ten vampire bats!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073026;You've got to help me out! Those wild ostards have been causing absolute havok around here.  Kill them off before they destroy my land.  There are around twelve of them.;Original
1073027;It's a big job but you look to be just the adventurer to do it!  I'm so glad you came by ... I'm paying well for the death of six giant ice serpents and six frost spiders.  Hop to it, if you're so inclined.<br>;Original
1073028;You've got to help me out! Those dire wolves have been causing absolute havok around here.  Kill them off before they destroy my land.  They run around in a pack of around ten.<br>;Original
1073029;You've got to help me out! Those ratmen have been causing absolute havok around here.  Kill them off before they destroy my land.  I'll pay you if you kill off twelve of those dirty rats.<br>;Original
1073030;A pity really.  With the balance of nature awry, we have no choice but to accept the responsibility of making it all right.  It's all a part of the circle of life, after all. So, yes, the grizzly bears are running rampant. There are far too many in the region.  Will you shoulder your obligations as a higher life form?<br>;Original
1073031;Have you ever seen what a slime can do to good gear?  Well, it's not pretty, let me tell you!  If you take on my task to destroy twelve of them, bear that in mind.  They'll corrode your equipment faster than anything.;Original
1073032;I admire them, you know.  The solen have their place -- regimented, organized.  They're fascinating to watch with their constant strife between red and black.  I can't help but want to stir things up from time to time.  And that's where you come in.  Kill either twelve red or twelve black solen workers and let's see what happens next!;Original
1073033;I imagine you don't know about the mongbats.  Well, you may think you do, but I know more than just about anyone.  You see they come in two varieties ... the stronger and the weaker.  Either way, they're a menace.  Exterminate ten of the weaker ones and four of the stronger and I'll pay you an honest wage.;Original
1073034;Disgusting!  The way they scuttle on those hairy legs just makes me want to gag.  I hate spiders and anything like them!  Rid the world of twelve terathan drones and I'll reward you.;Original
1073035;A gorilla once bit my sister.  No, really.  So, I'm on a crusade to have the filthy beasts destroyed once and for all.  Kill eight of them and I'll make it worth your while.;Original
1073036;I bet you can't handle ten plague spawns!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073037;Welcome to the Prism of Light Cavern Exhibit.;Original
1073038;The cavern, located deep beneath the Nujel'm Palace, was discovered by Lord Graye Denthe.;Original
1073039;The caverns contain more than 2 dozen varieties of crystals.;Modified
1073040;Only Malas and the Prism of Light Caverns have these naturally occurring crystals.;Original
1073041;The cavern is also known for the rich supply of gems scattered throughout the rock.;Original
1073042;Most of the cavern is off limits to the general public because of the instability of the cavern system.;Original
1073043;Lord Denthe disappeared after venturing into the cavern. No sign of him has been seen since.;Original
1073044;Crystals often form in cluster-like formations in the dark recesses of the cavern.;Original
1073045;Closed for emergency repairs. do not enter.;Original
1073046;Last Words;Original
1073047;Darkness and Light;Original
1073048;All That Glitters is Not Good;Original
1073049;In the Belly of the Beast;Original
1073050;How Many Heads?;Original
1073051;Urgent Delivery;Original
1073052;Protector's Essence;Original
1073053;Daemonic Prism;Original
1073054;Crystalline Fragments;Original
1073055;Glassy Foe;Original
1073056;Heart of Ice;Original
1073057;Hailstorm;Original
1073058;The Melting Pot;Original
1073059;Putrefier's Demise;Original
1073060;Putrid Bodyguards;Original
1073061;Plague Lord;Original
1073062;Caustic Combo;Original
1073063;Salvaged;Original
1073064;Half Digested Treasure;Original
1073065;Gooey Strongbox;Original
1073066;Kodar's Rescue;Original
1073067;Paroxysmus' Succubi;Original
1073068;Paroxysmus' Moloch;Original
1073069;Paroxysmus' Daemons;Original
1073070;Paroxysmus' Arcane Daemons;Original
1073071;Something to Wail About;Original
1073072;Mini Swamp Thing;Original
1073073;The Afterlife;Original
1073074;Dust to Dust;Original
1073075;Unholy Knights;Original
1073076;Spirits;Original
1073077;Impish Delights;Original
1073078;Warrior Caste;Original
1073079;Arachnophobia;Original
1073080;Undead Mages;Original
1073081;Orcish Elite;Original
1073082;Common Brigands;Original
1073083;Shaking Things Up;Original
1073084;Evil Eye;Original
1073085;Arch Enemies;Original
1073086;Combat Gardening;Original
1073087;Stirring the Nest;Original
1073088;Big Worms;Original
1073089;It's Elemental;Original
1073090;The journal of Lord Graye Denthe.;Original
1073091;The head of Lord Graye Denthe.;Original
1073092;The poison river near Paroxsymus' lair is toxic!;Original
1073093;The Collection does not accept that form of the item.;Original
1073094;This Collection is not accepting that item.;Original
1073095;Hide Tunic;Original
1073096;Hide Gloves;Original
1073097;hide arms;Original
1073098;Hide Leggings;Original
1073099;Hide Gorget;Original
1073100;woodland breastplate;Original
1073101;woodland arms;Original
1073102;woodland gauntlets;Original
1073103;woodland leggings;Original
1073104;woodland gorget;Original
1073105;<div align=center>Are you sure you wish to transfer this pet away, with no possibility of recovery?</div>;Original
1073106;You feel intense pain as frozen spikes suddenly protrude through the floor.;Original
1073107;Magic Jewelry;Original
1073108;Enchanted;Original
1073109;quiver of fire;Original
1073110;quiver of ice;Original
1073111;Quiver of Blight;Original
1073112;Quiver of Lightning;Original
1073113;This Collection is not accepting that type of creature.;Original
1073114;You decide to not transfer this follower.;Original
1073115;More Donations;Original
1073116;Gold Coins;Original
1073117;Pet Slimes;Original
1073118;Pet Wolves (All Types);Original
1073119;Pet Dragons and Drakes;Original
1073120;Pet Polar Bears;Original
1073121;Pet Reptalons;Original
1073122;You don't have enough points for that!;Original
1073123;The Collection has progressed to a higher tier!;Original
1073124;"A ring engraved: ""Beloved Ciala""";Modified
1073125;Grizzled Bones;Original
1073126;Eye of the Travesty;Original
1073127;A severed human ear.;Original
1073128;A personal letter addressed to: Ahie;Original
1073129;A battered bucket.;Original
1073130;A love token;Original
1073131;Friends of the Library Application;Original
1073132;Sealing Wax Order addressed to Petrus;Original
1073133;Speckled Poison Sac;Original
1073134;Official sealing wax;Original
1073135;Notarized application;Original
1073136;Friend of the Library Token (allows donations to be made);Original
1073137;A bauble;Original
1073138;Miniature mushroom;Original
1073139;A Serpent Fang Sect Badge;Original
1073140;A Tiger Claw Sect Badge;Original
1073141;A Dragon Flame Sect Badge;Original
1073142;Correspondence from Minax;Original
1073143;Assassination Contract for Drithen;Original
1073144;Assassination Contract for Jelrice;Original
1073145;Assassination Contract for Yorus;Original
1073146;Assassination Contract for Petrus;Original
1073147;Assassination Contract for Gorrow;Original
1073148;Assassination Contract for Vilo;Original
1073149;Assassination Contract for Aniel;Original
1073150;Assassination Contract for Tiana;Original
1073151;Stolen Goods belonging to Brinnae;Original
1073152;Stolen goods belonging to Sarakki;Original
1073153;Stolen goods belonging to Arielle;Original
1073154;Stolen goods belonging to Iosep;Original
1073155;Stolen goods belonging to Saril;Original
1073156;Stolen goods belonging to Cloorne;Original
1073157;Stolen Property belonging to Koole;Original
1073158;Stolen Property belonging to Patricus;Original
1073159;Protector's Essence;Original
1073160;Crystalline Fragments;Original
1073161;Crystal Shards;Original
1073162;Icy Heart;Original
1073163;Corroded Strongbox belonging to Aeluva;Original
1073164;Corroded Strongbox belonging to Jelrice;Original
1073165;Corroded Strongbox belonging to Belulah;Original
1073166;Your donation is too small to award any points.  Try giving a larger donation.;Original
1073167;You do not have enough of that item to make a donation!;Original
1073168;Food Decoration Tool;Original
1073169;You hear a rush of air from above as you are attacked by air elementals!;Original
1073170;An ominous shadow alerts you to danger from above!;Original
1073171;Select a food to decorate.;Original
1073172;You carefully remove the decoration from the food.;Original
1073173;The food was not decorated.;Original
1073174;You decorate the food.;Original
1073175;You can not access the decoration tool.;Original
1073176;You can only decorate exceptional cakes, cookies, and cooked pizzas.;Original
1073177;The selected item is not accessible to decorate.;Original
1073178;Please enter how much of that item you wish to donate:;Original
1073179;The decoration attempt failed.;Original
1073180;You squirt some food decoration in your mouth.;Original
1073181;That is not a valid donation quantity.;Original
1073182;You do not have enough to make a donation of that magnitude!;Original
1073183;Decorated: ~1_MESSAGE~;Original
1073184;You cancel your donation.;Original
1073185;You are already unseen.;Original
1073186;An invisibility potion is already taking effect on your person.;Original
1073187;The invisibility effect is interrupted.;Original
1073188;A Bog Thing Contribution Statue from the Britannia Royal Zoo.;Original
1073189;A Bake Kitsune Contribution Statue from the Britannia Royal Zoo.;Original
1073190;A Wolf Contribution Statue from the Britannia Royal Zoo.;Original
1073191;A Changeling Contribution Statue from the Britannia Royal Zoo.;Original
1073192;A Reptalon Contribution Statue from the Britannia Royal Zoo.;Original
1073193;A Polar Bear Contribution Statue from the Britannia Royal Zoo.;Original
1073194;A Snake Contribution Statue from the Britannia Royal Zoo.;Original
1073195;A Quagmire Contribution Statue from the Britannia Royal Zoo.;Original
1073196;Interactive Dire Wolf Contribution Statue from the Britannia Royal Zoo.;Original
1073197;An Interactive Crane Contribution Statue from the Britannia Royal Zoo.;Original
1073198;A Bogling Contribution Statue from the Britannia Royal Zoo.;Original
1073199;A Horde Demon Contribution Statue from the Britannia Royal Zoo.;Original
1073200;A Billy Goat Contribution Statue from the Britannia Royal Zoo.;Original
1073201;Britannia Zoo Contributor;Original
1073202;Distinguished Britannia Zoo Contributor;Original
1073203;Honored Britannia Zoo Contributor;Original
1073204;Prominent Britannia Zoo Contributor;Original
1073205;Eminent Britannia Zoo Contribuer;Original
1073206;Royal Subject of the Britannia Zoo;Original
1073207;Wolves are known to travel in packs.;Original
1073208;Quagmire and many other swamp creatures are made almost entirely out of plant material.;Original
1073209;Silver Steeds are nearly extinct. The few remaining steeds are living mythical creatures.;Original
1073210;The Sphynx is a highly intelligent and dangerous creature.;Original
1073211;Reptalons are fierce, but can be trained by patient expert tamers.;Original
1073212;Drakes belong to the dragon family. When angered they snort fire at enemies.;Original
1073213;Wyverns have scorpion-like stingers that inject toxic poison into their victims.;Original
1073214;A cold catch from the sea is a Polar Bear's favorite mealtime treat.;Original
1073215;The Yamandon has the strength of 10 Bulls.;Original
1073216;Cranes are endemic to the Tokuno Islands. Few survive captivity.;Original
1073217;The Britannia Royal Zoo depends on the donations of Sosaria's fine citizens.;Original
1073218;Changelings are known to imitate their predators and prey as a defense mechanism.;Original
1073219;Interactive Silver Steed Contribution Statue;Original
1073220;You must have completed the epic arcanist quest to use this ability.;Original
1073221;Britannia Royal Zoo Member;Original
1073222;Leather Armor of the Britannia Royal Zoo;Original
1073223;Studded Armor of the Britannia Royal Zoo;Original
1073224;Platemail Armor of the Britannia Royal Zoo;Original
1073225;Talisman of the Britannia Royal Zoo;Original
1073226;Britannia Royal Zoo Special Achievement Award;Original
1073227;Reptalons have the largest known talons.;Original
1073228;The Silver Steed consumes more than 8 bales of hay each day.;Original
1073229;Polar Bears are playful creatures.;Original
1073230;Dragon's breathe is hot enough to melt silver.;Original
1073231;There are several variations of wolves. The Dire Wolf is the most feared of the bunch.;Original
1073232;The Bake Kitsune has three tails.;Original
1073233;The Britannia Royal Zoo is always open.;Original
1073234;A Souvenir from the Museum of Vesper;Original
1073235;Vesper Museum Contributor;Original
1073236;Distinguished Vesper Museum Contributor;Original
1073237;Honored Vesper Museum Contributor;Original
1073238;Prominent Vesper Museum Contributor;Original
1073239;Eminent Vesper Museum Contributor;Original
1073240;Lord Denthe's Journal;Original
1073241;Lenley's Favorite Sparkly;Original
1073242;G'Thunk the Troll - Museum of Vesper Replica;Original
1073243;Replica of Lord British's Throne - Museum of Vesper;Original
1073244;Nystul's Crystal Ball - Museum of Vesper Replica;Original
1073245;Dangerous Creatures Replica: Devourer of Souls - Museum of Vesper;Original
1073246;Warlord Kabur - Museum of Vesper Replica;Original
1073247;Captain Dasha - Museum of Vesper Replica;Original
1073248;Adranath - Museum of Vesper Replica;Original
1073249;Solen Queen - Museum of Vesper Replica;Original
1073250;Odric's Robe - Museum of Vesper Replica;Original
1073251;Malabelle's Dress - Museum of Vesper Replica;Original
1073252;Baron Lenshire's Cloak - Museum of Vesper Replica;Original
1073253;Lord Rourke's Sash - Museum of Vesper Replica;Original
1073254;Gypsy Headdress - Museum of Vesper Replica;Original
1073255;Nystul's Wizard's Hat - Museum of Vesper Replica;Original
1073256;Jester Hat of Chuckles - Museum of Vesper Replica;Original
1073257;Minax's Armor - Museum of Vesper Replica;Original
1073258;Order Shield - Museum of Vesper Replica;Original
1073259;Chaos Shield - Museum of Vesper Replica;Original
1073260;Blackthorn's Kryss - Museum of Vesper Replica;Original
1073261;Sword of Justice - Museum of Vesper Replica;Original
1073262;Clainin's Spellbook - Museum of Vesper Replica;Original
1073263;Geoffrey's Axe - Museum of Vesper Replica;Original
1073264;Keeonean's Chain Mail - Museum of Vesper Replica;Original
1073265;Museum of Vesper Special Achievement Replica;Original
1073266;The most destructive spell - Armageddon - was first learned from the wisps.;Original
1073267;Mondain gained the Gem of Immortality after murdering his father.;Original
1073268;Lord British established the Order Guards. Lord Blackthorn countered by forming the Chaos Guards.;Original
1073269;Minax's army, led by Juo'nar, staged a war in Trinsic before it was saved by Dupre and his followers.;Original
1073270;Trammel was created by a powerful spell cast by Lord British and Nystul.;Original
1073271;Illshenar was discovered by a mage named Gilforn.;Original
1073272;Orcs staged battles across Sosaria. The war was centered in Cove.;Original
1073273;The gargoyle city, Ver Lor Reg, was discovered in Ilshenar.;Original
1073274;Yew was turned into swamplands after Adranath's 'Decay Spell' yielded unexpected results.;Original
1073275;There are Eight Companions and Eight Virtues.;Modified
1073276;Some Gypsies are as wise as the wisest sages of the lands.;Original
1073277;"Lord CrawWorth discovered the ""Lost Lands"".";Modified
1073278;The Virtues - are Humility, Sacrifice, Honor, Compassion, Valor, Honesty, Spirituality and Justice.;Original
1073279;There are Eight Companions and Eight Virtues.;Original
1073280;The Monks of Empath Abbey are reknowned for their wine.;Original
1073281;Truth, Love and Courage are the three principles that make up the eight Virtues.;Original
1073282;Gargoyles have their own language, called Gargish. Gargoyles also have their own principles and Virtues.;Original
1073283;The Codex of Ultimate Wisdom embodies all that is to be known. One only has to open a page.;Original
1073284;Moonstones were once used to travel between Trammel and Felucca.;Original
1073285;Relvinian descended into madness while in the Hedge Maze.;Original
1073286;Trammel and Felucca are named after Sosaria's moons.;Original
1073287;Samurai;Original
1073288;Ninja;Original
1073289;Necromancer;Original
1073290;Paladin;Original
1073291;Treasure Hunter;Original
1073292;Mage;Original
1073293;Swordsman;Original
1073294;Fencer;Original
1073295;Macer;Original
1073296;Archer;Original
1073297;Blacksmith;Original
1073298;Bard;Original
1073299;Tamer;Original
1073300;Library Friends - Quotes from the pen of Sherry the Mouse;Original
1073301;Oft have I wished that stranger would return.;Original
1073302;A shard of a universe is a powerful thing.;Original
1073303;Aid the nobility that resideth in human heart.;Original
1073304;Yet sometimes one must sacrifice a pawn to save a king.;Original
1073305;Even pawns have lives and loves at home, my lord.;Original
1073306;But I am but a mouse, and none hear me.;Original
1073307;We must bring the shards into harmony, so that they resonate in such a manner that matches the original universe.;Original
1073308;Suddenly the shutters blew open, and Lord British fell to the ground, one hand shileding his eyes.;Original
1073309;I witnessed them all from my tiny mousehole.;Original
1073310;Library Friends - Quotes from the pen of Wyrd Beastmaster;Original
1073311;I have not much to tell about dragons.;Original
1073312;The fireball was massive enough to light a city I should surmise.;Original
1073313;The sole time I approached one with an eye towards taming it, my initial attempts at calming it met with failure.;Original
1073314;...the dragon suddenly whirled as if in a panic, ran a short distance, took off into the air, then transformed into a whirlwind.;Modified
1073315;I never did discover the exact cause of this strange behavior except to assume that it was not typical for this reptilian species.;Original
1073316;Hence my basic advice to those who seek to tame a dragon-be sure that thou hast mastered the twin skills of taming animals, and running away very fast.;Original
1073317;Library Friends - Quotes from the pen of Mercenary Justin;Original
1073318;Be wary of a brazier that giveth warning when approached: thou canst use it to summon deadly creatures.;Original
1073319;Deceit was once a temple to forgotten powers of old.;Original
1073320;Do not investigate the iron maidens too closely, for they make suck you within them!;Original
1073321;There is one place where a deadly trap can only be disarmed by making use of a statue that cleverly conceals a lever.;Original
1073322;Oft one encounters the deadly exploding toadstool;Modified
1073323;Likewise, the very pools of water and slime on the floor may poisen thee.;Original
1073324;The dungeon is mystically linked by crystal balls placed in different locations.;Original
1073325;Deceit was once a temple to forgotten powers of old.;Original
1073326;Wisps are the most intelligent of the nonhuman races inhabiting Britannia.;Original
1073327;Library Friends - Quotes from the pen of Heigel of Moonglow;Original
1073328;The wispish language seems to only contain one vowel, the letter Y.;Original
1073329;The average word in wispish seems to consist of three phonemes and three glottal stops, plus possibly a pitch shift.;Original
1073330;Wisps do make use of what sounds to us like pitch and emphasis shifts similar to exclamations and questions.;Original
1073331;Some have speculated that what we are analyzing is in fact nothing more than the very air crackling near the wisp's glow, and not language, but this is of course unlikely.;Original
1073332;Her name was Leyla, she said, and her hair was braided wild with creepers and thorns.;Original
1073333;Her provenance, she told me over nights illuminated by campfires, was once the city of Trinsic.;Original
1073334;Oft have I wondered of the boy named Japheth, and whether he remembers a girl who lived in sandstone walls.;Original
1073335;Twas a fearful run, and I came to the road to Yew with welts and scratches run rampant crost my skin, but I did not see her again.;Modified
1073336;He had sandy hair like thee, and I dreamt as a child of holding his hand and sharing flavored ice. His name was Japheth.;Original
1073337;...her smile seemed full of teeth sharper than a human ought to have, for the tale of orcish raising had struck fear into the marrow of my bones.;Original
1073338;Library Friends - Quotes from the pen of Horace, Trader;Original
1073339;Friends of the Library Reading Lantern;Original
1073340;Friends of the Library Reading Chair;Original
1073341;Britain Public Library Contributor;Original
1073342;Distinguished Library Contributor;Original
1073343;Honored Library Contributor;Original
1073344;Prominent Library Contributor;Original
1073345;Eminent Library Contributor;Original
1073346;Friends of the Library Sash;Original
1073347;Friends of the Library Feathered Hat;Original
1073348;Friends of the Library Surcoat;Original
1073349;Friends of the Library Pants;Original
1073350;Friends of the Library Cloak;Original
1073351;Friends of the Library Doublet;Original
1073352;Friends of the Library Kilt;Original
1073353;Library Talisman - Treatise on Alchemy;Original
1073354;Library Talisman - A Primer on Arms;Original
1073355;Library Talisman - My Book;Original
1073356;Library Talisman - Talking to Wisps;Original
1073357;Library Talisman - Dimensional Travel;Original
1073358;Library Talisman - a Grammar of Orchish (Summoner);Original
1073359;Library Talisman - Birds of Britannia;Original
1073360;Library Talisman - The Life of a Traveling Minstrel;Original
1073361;Friends of the Library Golden Quill;Original
1073362;Reading Glasses of the Trades;Original
1073363;Reading Glasses of the Arts;Original
1073364;Maritime Reading Glasses;Original
1073365;Choose Advanced Character Template;Original
1073366;Choose a template:;Original
1073367;"A minotaur scout barks an order to his fellow minotaurs, ""Invaders are among us! Crush them!""";Modified
1073368;"A minotaur captain barks an order to his fellow scouts, ""Aid the others! Kill the invaders!""";Modified
1073369;"A minotaur captain bellows, ""Meraktus has arrived!""";Modified
1073370;"A minotaur bellows, ""I see invaders! Must warn the others!""";Modified
1073371;arcane bookshelf (east);Original
1073372;elven loveseat (east);Original
1073373;Treasures and Trinkets Reading Glasses;Original
1073374;Wizard's Crystal Reading Glasses;Original
1073375;Magnifying Glasses;Original
1073376;Poisoned Reading Glasses;Original
1073377;Necromantic Reading Glasses;Original
1073378;Light of Way Reading Glasses;Original
1073379;Anthropomorphist Reading Glasses;Original
1073380;Folded Steel Reading Glasses;Original
1073381;Mace and Shield Reading Glasses;Original
1073382;Lyrical Reading Glasses;Original
1073383;ornate elven chest (east);Original
1073384;ornate table (east);Original
1073385;hardwood table (south);Original
1073386;hardwood table (east);Original
1073387;elven wash basin (east);Original
1073388;elven dresser (east);Original
1073389;Please target the item you wish to donate.;Original
1073390;The item you selected to donate is not of the type you picked.;Original
1073391;Friends of the Library Honored Member;Original
1073392;stone anvil (east);Original
1073393;elven spinning wheel (east);Original
1073394;elven oven (south);Original
1073395;elven oven (east);Original
1073396;alchemist table (south);Original
1073397;alchemist table (east);Original
1073398;squirrel statue (east);Original
1073399;elven podium;Original
1073400;elven podium (east);Original
1073401;elven armoire (simple);Original
1073402;rarewood chest;Original
1073403;decorative box;Original
1073404;Select an object to turn.;Original
1073405;Select an object to increase its height.;Original
1073406;Select an object to lower its height.;Original
1073407;Please Contribute to the public Museum of Vesper.;Original
1073408;The Necromantic Arts;Original
1073409;The Paladin;Original
1073410;Whimsical Momentos;Original
1073411;Flora and Fauna of Faraway Lands;Original
1073412;May the Cards Guide Thee;Original
1073413;Notable Villains;Original
1073414;Notable Events;Original
1073415;Swords and Silk;Original
1073416;Nature's Children;Original
1073417;Of Chaos;Original
1073418;Of Order;Original
1073419;There once ruled a great king over these lands.;Original
1073420;Crisp White Shirt;Original
1073421;A crystal ball found in a secluded gypsy wagon.;Original
1073422;An abacus found in a secluded gypsy wagon.;Original
1073423;Tarot cards found in a secluded gypsy wagon.;Original
1073424;Juggling Balls;Original
1073425;A map of the Heartwood.;Original
1073426;Clockwork Assembly;Original
1073427;You already know this recipe.;Original
1073428;G'thunk;Modified
1073429;Juo'nar;Original
1073430;A recreation of armor that Minax typically wears.;Original
1073431;Blackrock looks much like the model you see before you.;Original
1073432;A wizard's hat similar to the one Nystul offered in exchange blackrock.;Modified
1073433;Lord CrawWorth's Bedroll.;Original
1073434;A replica of Sage Winslow's final resting accommodations.;Original
1073435;A replica of the throne in Castle British, Britain.;Original
1073436;Donation Box;Original
1073437;Please donate to the Britannia Royal Zoo. The animals depend on your contribution.;Original
1073438;Trades Section Donation Representative.;Original
1073439;Arts Section Donation Representative.;Original
1073440;Britannia Waters Section Donation Representative.;Original
1073441;Past Treasures Section Donation Representative.;Original
1073442;Wizard's Compendium Section Donation Representative.;Original
1073443;Skeleton Key Section Donation Representative.;Original
1073444;The Britain Public Library is accepting donations to help expand the Poisoned Quill section.;Original
1073445;Oil and Oubliette Section Donation Representative.;Original
1073446;Light and Might Section Donation Representative.;Original
1073447;Understanding Animals Section Donation Representative.;Original
1073448;Folded Steel Section Donation Representative.;Original
1073449;Mace and Blade Section Donation Representative.;Original
1073450;Songs of Note Section Donation Representative.;Original
1073451;You have learned a new recipe: ~1_RECIPE~;Original
1073452;a cookbook;Original
1073453;brilliant amber bracelet;Original
1073454;fire ruby bracelet;Original
1073455;dark sapphire bracelet;Original
1073456;white pearl bracelet;Original
1073457;ecru citrine ring;Original
1073458;blue diamond ring;Original
1073459;perfect emerald ring;Original
1073460;turquoise ring;Original
1073461;You don't have enough dye.;Original
1073462;Spools of Thread;Original
1073463;You don't have enough thread.;Original
1073464;Switch;Original
1073465;runed prism;Original
